County,Year,Month,Labor Force,Employment,Unemployment,Unemp. Rate
Butte,2011,May,"100,000","86,900","13,100",13.1%
Butte,2011,June,"100,400","86,100","14,300",14.2%
Butte,2011,July,"99,300","85,000","14,300",14.4%
Butte,2011,August,"100,200","86,400","13,800",13.7%
Butte,2011,September,"100,700","87,700","13,000",12.9%
Butte,2011,October,"99,900","87,200","12,700",12.7%
Butte,2011,November,"100,500","87,900","12,600",12.5%
Butte,2011,December,"100,300","87,500","12,900",12.8%
Butte,2012,January,"100,800","86,900","13,800",13.7%
Butte,2012,February,"100,700","87,100","13,600",13.5%
Butte,2012,March,"100,000","86,600","13,400",13.4%
Butte,2012,April,"100,800","88,500","12,300",12.2%
Butte,2012,May,"101,000","89,100","11,900",11.8%
Butte,2012,June,"101,000","88,100","12,900",12.8%
Butte,2012,July,"100,000","86,900","13,100",13.1%
Butte,2012,August,"100,800","88,600","12,100",12.1%
Butte,2012,September,"100,200","89,200","11,000",11.0%
Butte,2012,October,"101,500","90,600","10,900",10.8%
Butte,2012,November,"100,800","89,900","10,900",10.8%
Butte,2012,December,"101,000","89,600","11,400",11.3%
Butte,2013,January,"101,900","89,200","12,700",12.5%
Butte,2013,February,"101,600","89,900","11,800",11.6%
Butte,2013,March,"100,700","89,500","11,200",11.1%
Butte,2013,April,"101,400","91,100","10,300",10.1%
Butte,2013,May,"101,400","91,300","10,100",9.9%
Butte,2013,June,"101,700","90,600","11,100",10.9%
Butte,2013,July,"101,400","90,300","11,000",10.9%
Butte,2013,August,"102,600","92,200","10,300",10.1%
Butte,2013,September,"100,800","91,200","9,600",9.5%
Butte,2013,October,"102,200","92,600","9,600",9.4%
Butte,2013,November,"101,500","91,900","9,600",9.5%
Butte,2013,December,"100,700","91,300","9,400",9.3%
Butte,2014,January,"101,500","91,000","10,500",10.3%
Butte,2014,February,"101,800","91,400","10,400",10.2%
Butte,2014,March,"101,700","91,600","10,100",9.9%
Butte,2014,April,"100,900","92,100","8,800",8.7%
Butte,2014,May,"101,200","92,900","8,300",8.2%
Butte,2014,June,"101,200","92,300","8,900",8.8%
Butte,2014,July,"99,900","90,500","9,400",9.4%
Butte,2014,August,"100,900","92,100","8,800",8.7%
Butte,2014,September,"100,700","92,900","7,800",7.7%
Butte,2014,October,"102,400","94,700","7,700",7.5%
Butte,2014,November,"101,200","93,300","7,900",7.8%
Butte,2014,December,"100,600","92,800","7,800",7.7%
Butte,2015,January,"100,700","92,000","8,700",8.6%
Butte,2015,February,"101,400","93,200","8,200",8.1%
Butte,2015,March,"101,100","93,200","7,900",7.8%
Butte,2015,April,"100,700","93,600","7,100",7.1%
Butte,2015,May,"101,800","94,800","7,000",6.9%
Butte,2015,June,"100,800","93,300","7,500",7.5%
Butte,2015,July,"100,600","92,900","7,700",7.6%
Butte,2015,August,"100,800","93,700","7,100",7.0%
Butte,2015,September,"101,200","94,900","6,300",6.2%
Butte,2015,October,"102,000","95,600","6,400",6.3%
Butte,2015,November,"101,200","94,500","6,700",6.7%
Butte,2015,December,"101,000","94,100","6,800",6.8%
Butte,2016,January,"98,500","90,900","7,600",7.7%
Butte,2016,February,"99,600","92,200","7,500",7.5%
Butte,2016,March,"100,400","92,800","7,500",7.5%
Butte,2016,April,"99,900","93,200","6,700",6.7%
Butte,2016,May,"100,200","94,200","6,000",6.0%
Butte,2016,June,"99,300","92,200","7,000",7.1%
Butte,2016,July,"99,500","92,400","7,100",7.1%
Butte,2016,August,"99,200","92,500","6,700",6.7%
Butte,2016,September,"101,300","95,100","6,200",6.1%
Butte,2016,October,"101,200","95,200","6,100",6.0%
Butte,2016,November,"100,700","94,700","6,100",6.0%
Butte,2016,December,"99,600","93,200","6,400",6.5%
Butte,2017,January,"99,800","92,400","7,400",7.4%
Butte,2017,February,"100,400","93,200","7,200",7.2%
Butte,2017,March,"101,200","94,500","6,700",6.6%
Butte,2017,April,"100,700","94,700","6,000",6.0%
Butte,2017,May,"100,700","95,300","5,300",5.3%
Butte,2017,June,"99,200","93,200","6,100",6.1%
Butte,2017,July,"99,800","93,600","6,200",6.3%
Butte,2017,August,"99,700","93,700","6,000",6.0%
Butte,2017,September,"101,800","96,700","5,100",5.0%
Butte,2017,October,"101,100","96,200","4,900",4.8%
Butte,2017,November,"100,100","95,100","5,000",5.0%
Butte,2017,December,"99,500","94,300","5,200",5.3%
Butte,2018,January,"98,600","92,600","5,900",6.0%
Butte,2018,February,"99,100","93,200","5,900",6.0%
Butte,2018,March,"100,800","95,200","5,600",5.5%
Butte,2018,April,"100,400","95,500","5,000",5.0%
Butte,2018,May,"100,600","96,200","4,400",4.3%
Butte,2018,June,"99,500","94,200","5,300",5.3%
Butte,2018,July,"100,300","95,100","5,200",5.2%
Butte,2018,August,"99,100","94,300","4,900",4.9%
Butte,2018,September,"100,900","96,500","4,400",4.3%
Butte,2018,October,"101,700","97,200","4,500",4.4%
Butte,2018,November,"99,000","94,400","4,600",4.7%
Butte,2018,December,"99,300","93,300","6,000",6.0%
Butte,2019,January,"97,300","90,400","6,900",7.1%
Butte,2019,February,"98,100","91,900","6,200",6.3%
Butte,2019,March,"97,900","91,900","6,000",6.2%
Butte,2019,April,"96,500","91,600","4,900",5.1%
Butte,2019,May,"96,500","92,200","4,300",4.4%
Butte,2019,June,"94,700","89,600","5,100",5.4%
Butte,2019,July,"93,700","88,400","5,300",5.6%
Butte,2019,August,"94,300","89,500","4,800",5.1%
Butte,2019,September,"96,500","92,500","4,000",4.1%
Butte,2019,October,"97,200","93,100","4,100",4.2%
Butte,2019,November,"96,200","92,000","4,200",4.4%
Butte,2019,December,"95,800","91,400","4,400",4.6%
Butte,2020,January,"94,600","89,300","5,400",5.7%
Butte,2020,February,"95,700","90,600","5,100",5.4%
Butte,2020,March,"96,300","89,000","7,300",7.6%
Butte,2020,April,"90,800","75,900","14,900",16.4%
Butte,2020,May,"89,000","76,800","12,200",13.7%
Butte,2020,June,"91,000","80,400","10,600",11.7%
Butte,2020,July,"90,400","80,300","10,100",11.1%
Butte,2020,August,"90,400","81,900","8,500",9.4%
Butte,2020,September,"90,400","82,200","8,100",9.0%
Butte,2020,October,"90,500","83,300","7,200",7.9%
Butte,2020,November,"89,500","82,300","7,200",8.0%
Butte,2020,December,"89,600","82,200","7,400",8.3%
Butte,2021,January,"89,900","82,200","7,700",8.6%
Butte,2021,February,"90,000","82,400","7,600",8.5%
Butte,2021,March,"90,600","83,200","7,400",8.2%
Butte,2021,April,"90,000","83,000","6,900",7.7%
Butte,2021,May,"90,000","83,800","6,200",6.9%
Butte,2021,June,"90,100","83,100","7,000",7.8%
Butte,2021,July,"89,000","82,400","6,600",7.4%
Butte,2021,August,"90,300","84,100","6,200",6.9%
Butte,2021,September,"91,000","85,800","5,200",5.7%
Butte,2021,October,"90,500","85,500","5,000",5.5%
Butte,2021,November,"90,500","85,900","4,700",5.1%
Butte,2021,December,"89,700","85,200","4,500",5.0%
Butte,2022,January,"89,700","84,300","5,300",6.0%
Butte,2022,February,"90,500","85,600","4,800",5.4%
Butte,2022,March,"91,500","87,100","4,400",4.8%
Butte,2022,April,"89,900","86,100","3,800",4.2%
Butte,2022,May,"90,300","86,900","3,400",3.7%
Butte,2022,June,"88,800","84,800","4,000",4.5%
Butte,2022,July,"87,000","83,000","3,900",4.5%
Butte,2022,August,"88,800","84,800","4,000",4.5%
Butte,2022,September,"90,200","86,600","3,600",4.0%
Butte,2022,October,"91,100","87,200","3,800",4.2%
Butte,2022,November,"91,000","86,900","4,100",4.5%
Butte,2022,December,"90,200","86,100","4,100",4.5%
Butte,2023,January,"90,400","85,300","5,100",5.7%
Butte,2023,February,"91,500","86,400","5,200",5.6%
Butte,2023,March,"91,600","86,500","5,100",5.6%
Butte,2023,April,"90,800","86,500","4,300",4.7%
Butte,2023,May,"91,100","86,900","4,200",4.6%
Butte,2023,June,"89,400","84,700","4,700",5.2%
Butte,2023,July,"88,200","83,600","4,600",5.2%
Butte,2023,August,"90,000","85,100","4,800",5.4%
Butte,2023,September,"91,600","87,100","4,500",4.9%
Butte,2023,October,"92,200","87,600","4,600",5.0%
Butte,2023,November,"91,600","87,100","4,600",5.0%
Butte,2023,December,"90,800","85,900","4,900",5.4%
Butte,2024,January,"90,400","84,600","5,800",6.4%
Butte,2024,February,"92,000","85,900","6,000",6.6%
Butte,2024,March,"92,400","86,700","5,700",6.2%
Butte,2024,April,"91,700","86,700","5,000",5.5%
Butte,2024,May,"91,500","86,900","4,600",5.1%
Butte,2024,June,"90,200","84,800","5,500",6.1%
Butte,2024,July,"89,100","83,400","5,800",6.5%
Butte,2024,August,"91,400","85,700","5,700",6.3%
Butte,2024,September,"92,100","87,000","5,100",5.5%
Butte,2024,October,"92,700","87,500","5,100",5.5%
Butte,2024,November,"92,300","87,000","5,300",5.7%
Butte,2024,December,"92,000","86,700","5,200",5.7%
Calaveras,2010,January,"21,020","17,730","3,290",15.7%
Calaveras,2010,February,"21,140","17,820","3,320",15.7%
Calaveras,2010,March,"21,230","17,930","3,300",15.6%
Calaveras,2010,April,"20,930","17,850","3,080",14.7%
Calaveras,2010,May,"21,210","18,280","2,940",13.8%
Calaveras,2010,June,"21,250","18,280","2,970",14.0%
Calaveras,2010,July,"21,300","18,270","3,030",14.2%
Calaveras,2010,August,"21,180","18,180","3,000",14.2%
Calaveras,2010,September,"21,120","18,240","2,890",13.7%
Calaveras,2010,October,"20,780","17,930","2,850",13.7%
Calaveras,2010,November,"20,720","17,650","3,070",14.8%
Calaveras,2010,December,"20,640","17,540","3,100",15.0%
Calaveras,2011,January,"20,450","17,250","3,190",15.6%
Calaveras,2011,February,"20,540","17,420","3,120",15.2%
Calaveras,2011,March,"20,530","17,490","3,050",14.8%
Calaveras,2011,April,"20,310","17,480","2,830",13.9%
Calaveras,2011,May,"20,530","17,750","2,780",13.5%
Calaveras,2011,June,"20,830","17,870","2,960",14.2%
Calaveras,2011,July,"20,990","18,050","2,950",14.0%
Calaveras,2011,August,"20,900","18,000","2,900",13.9%
Calaveras,2011,September,"20,840","18,040","2,800",13.4%
Calaveras,2011,October,"20,610","17,850","2,760",13.4%
Calaveras,2011,November,"20,260","17,590","2,670",13.2%
Calaveras,2011,December,"20,290","17,590","2,700",13.3%
Calaveras,2012,January,"19,970","17,130","2,840",14.2%
Calaveras,2012,February,"20,030","17,220","2,810",14.0%
Calaveras,2012,March,"20,030","17,260","2,770",13.8%
Calaveras,2012,April,"19,910","17,390","2,520",12.7%
Calaveras,2012,May,"20,160","17,720","2,440",12.1%
Calaveras,2012,June,"20,490","17,950","2,540",12.4%
Calaveras,2012,July,"20,610","18,040","2,570",12.5%
Calaveras,2012,August,"20,460","18,010","2,450",12.0%
Calaveras,2012,September,"20,360","18,070","2,290",11.2%
Calaveras,2012,October,"20,200","17,920","2,290",11.3%
Calaveras,2012,November,"19,770","17,580","2,200",11.1%
Calaveras,2012,December,"19,780","17,510","2,260",11.4%
Calaveras,2013,January,"19,850","17,380","2,470",12.5%
Calaveras,2013,February,"19,830","17,500","2,330",11.7%
Calaveras,2013,March,"19,850","17,680","2,180",11.0%
Calaveras,2013,April,"19,970","17,960","2,010",10.0%
Calaveras,2013,May,"20,380","18,440","1,940",9.5%
Calaveras,2013,June,"20,750","18,690","2,060",9.9%
Calaveras,2013,July,"20,780","18,720","2,060",9.9%
Calaveras,2013,August,"20,570","18,620","1,950",9.5%
Calaveras,2013,September,"20,450","18,580","1,860",9.1%
Calaveras,2013,October,"20,150","18,290","1,860",9.2%
Calaveras,2013,November,"19,970","18,150","1,820",9.1%
Calaveras,2013,December,"19,890","18,110","1,780",9.0%
Calaveras,2014,January,"19,790","17,860","1,930",9.7%
Calaveras,2014,February,"20,050","18,110","1,930",9.6%
Calaveras,2014,March,"20,090","18,210","1,880",9.4%
Calaveras,2014,April,"19,950","18,340","1,610",8.1%
Calaveras,2014,May,"20,160","18,570","1,590",7.9%
Calaveras,2014,June,"20,510","18,900","1,610",7.8%
Calaveras,2014,July,"20,630","18,930","1,700",8.3%
Calaveras,2014,August,"20,370","18,740","1,630",8.0%
Calaveras,2014,September,"20,360","18,890","1,480",7.3%
Calaveras,2014,October,"20,410","18,950","1,460",7.2%
Calaveras,2014,November,"20,190","18,730","1,460",7.2%
Calaveras,2014,December,"20,230","18,840","1,400",6.9%
Calaveras,2015,January,"20,320","18,800","1,520",7.5%
Calaveras,2015,February,"20,380","18,930","1,450",7.1%
Calaveras,2015,March,"20,370","18,980","1,390",6.8%
Calaveras,2015,April,"20,470","19,150","1,310",6.4%
Calaveras,2015,May,"20,710","19,410","1,290",6.2%
Calaveras,2015,June,"20,780","19,450","1,330",6.4%
Calaveras,2015,July,"20,840","19,450","1,390",6.7%
Calaveras,2015,August,"20,710","19,440","1,270",6.1%
Calaveras,2015,September,"20,390","19,200","1,180",5.8%
Calaveras,2015,October,"20,520","19,310","1,210",5.9%
Calaveras,2015,November,"20,530","19,320","1,210",5.9%
Calaveras,2015,December,"20,680","19,450","1,230",5.9%
Calaveras,2016,January,"16,260","14,940","1,310",8.1%
Calaveras,2016,February,"16,310","15,050","1,260",7.7%
Calaveras,2016,March,"16,440","15,120","1,310",8.0%
Calaveras,2016,April,"16,170","14,970","1,200",7.4%
Calaveras,2016,May,"16,110","15,030","1,080",6.7%
Calaveras,2016,June,"16,410","15,210","1,200",7.3%
Calaveras,2016,July,"16,430","15,230","1,200",7.3%
Calaveras,2016,August,"16,410","15,250","1,160",7.0%
Calaveras,2016,September,"16,460","15,330","1,130",6.9%
Calaveras,2016,October,"16,240","15,130","1,110",6.8%
Calaveras,2016,November,"16,030","14,940","1,090",6.8%
Calaveras,2016,December,"16,200","15,080","1,120",6.9%
Calaveras,2017,January,"16,230","14,960","1,270",7.8%
Calaveras,2017,February,"16,290","15,090","1,200",7.4%
Calaveras,2017,March,"16,370","15,260","1,110",6.8%
Calaveras,2017,April,"16,270","15,280",990,6.1%
Calaveras,2017,May,"16,220","15,290",930,5.7%
Calaveras,2017,June,"16,540","15,530","1,020",6.1%
Calaveras,2017,July,"16,740","15,690","1,050",6.3%
Calaveras,2017,August,"16,780","15,780","1,000",6.0%
Calaveras,2017,September,"16,640","15,770",870,5.2%
Calaveras,2017,October,"16,540","15,690",840,5.1%
Calaveras,2017,November,"16,320","15,480",840,5.1%
Calaveras,2017,December,"16,150","15,310",840,5.2%
Calaveras,2018,January,"16,150","15,180",970,6.0%
Calaveras,2018,February,"16,420","15,450",970,5.9%
Calaveras,2018,March,"16,390","15,440",950,5.8%
Calaveras,2018,April,"16,420","15,580",840,5.1%
Calaveras,2018,May,"16,520","15,780",740,4.5%
Calaveras,2018,June,"16,630","15,780",850,5.1%
Calaveras,2018,July,"16,900","16,050",850,5.0%
Calaveras,2018,August,"16,800","15,960",840,5.0%
Calaveras,2018,September,"16,680","15,910",780,4.7%
Calaveras,2018,October,"16,540","15,740",800,4.9%
Calaveras,2018,November,"16,300","15,510",790,4.8%
Calaveras,2018,December,"16,410","15,580",830,5.1%
Calaveras,2019,January,"16,300","15,260","1,040",6.4%
Calaveras,2019,February,"16,380","15,400",980,6.0%
Calaveras,2019,March,"16,450","15,480",960,5.9%
Calaveras,2019,April,"16,290","15,510",770,4.7%
Calaveras,2019,May,"16,410","15,720",690,4.2%
Calaveras,2019,June,"16,580","15,780",800,4.8%
Calaveras,2019,July,"16,990","16,170",830,4.9%
Calaveras,2019,August,"17,070","16,270",800,4.7%
Calaveras,2019,September,"16,900","16,220",680,4.0%
Calaveras,2019,October,"16,840","16,110",730,4.3%
Calaveras,2019,November,"16,650","15,910",750,4.5%
Calaveras,2019,December,"16,720","15,950",770,4.6%
Calaveras,2020,January,"16,910","15,970",940,5.6%
Calaveras,2020,February,"17,050","16,160",890,5.2%
Calaveras,2020,March,"16,990","15,680","1,320",7.7%
Calaveras,2020,April,"16,660","13,810","2,850",17.1%
Calaveras,2020,May,"16,520","14,100","2,420",14.7%
Calaveras,2020,June,"17,240","15,120","2,120",12.3%
Calaveras,2020,July,"17,260","15,300","1,950",11.3%
Calaveras,2020,August,"17,140","15,540","1,600",9.3%
Calaveras,2020,September,"16,990","15,450","1,540",9.0%
Calaveras,2020,October,"16,810","15,420","1,390",8.3%
Calaveras,2020,November,"16,630","15,270","1,360",8.2%
Calaveras,2020,December,"16,660","15,190","1,470",8.8%
Calaveras,2021,January,"16,710","15,150","1,560",9.3%
Calaveras,2021,February,"16,760","15,240","1,520",9.0%
Calaveras,2021,March,"16,890","15,410","1,470",8.7%
Calaveras,2021,April,"16,910","15,560","1,350",8.0%
Calaveras,2021,May,"16,850","15,650","1,200",7.1%
Calaveras,2021,June,"17,230","15,900","1,330",7.7%
Calaveras,2021,July,"17,390","16,110","1,280",7.3%
Calaveras,2021,August,"17,290","16,060","1,240",7.1%
Calaveras,2021,September,"17,200","16,130","1,070",6.2%
Calaveras,2021,October,"17,150","16,110","1,040",6.1%
Calaveras,2021,November,"17,070","16,100",970,5.7%
Calaveras,2021,December,"17,070","16,160",910,5.3%
Calaveras,2022,January,"17,360","16,280","1,080",6.2%
Calaveras,2022,February,"17,560","16,610",960,5.4%
Calaveras,2022,March,"17,630","16,750",880,5.0%
Calaveras,2022,April,"17,400","16,650",750,4.3%
Calaveras,2022,May,"17,370","16,680",680,3.9%
Calaveras,2022,June,"17,560","16,770",800,4.5%
Calaveras,2022,July,"17,660","16,880",780,4.4%
Calaveras,2022,August,"17,680","16,880",800,4.5%
Calaveras,2022,September,"17,500","16,770",720,4.1%
Calaveras,2022,October,"17,400","16,620",780,4.5%
Calaveras,2022,November,"17,170","16,360",810,4.7%
Calaveras,2022,December,"17,320","16,540",780,4.5%
Calaveras,2023,January,"17,610","16,600","1,020",5.8%
Calaveras,2023,February,"17,830","16,850",980,5.5%
Calaveras,2023,March,"17,880","16,890",990,5.6%
Calaveras,2023,April,"17,730","16,910",820,4.6%
Calaveras,2023,May,"17,760","16,960",800,4.5%
Calaveras,2023,June,"17,880","17,020",860,4.8%
Calaveras,2023,July,"17,910","17,040",870,4.9%
Calaveras,2023,August,"17,970","17,010",960,5.4%
Calaveras,2023,September,"17,830","16,910",920,5.1%
Calaveras,2023,October,"17,670","16,750",920,5.2%
Calaveras,2023,November,"17,570","16,640",920,5.3%
Calaveras,2023,December,"17,340","16,380",960,5.5%
Calaveras,2024,January,"17,230","16,120","1,120",6.5%
Calaveras,2024,February,"17,480","16,310","1,170",6.7%
Calaveras,2024,March,"17,580","16,460","1,110",6.3%
Calaveras,2024,April,"17,430","16,430","1,000",5.7%
Calaveras,2024,May,"17,470","16,580",890,5.1%
Calaveras,2024,June,"17,700","16,660","1,040",5.9%
Calaveras,2024,July,"17,890","16,770","1,130",6.3%
Calaveras,2024,August,"17,860","16,720","1,140",6.4%
Calaveras,2024,September,"17,640","16,620","1,010",5.7%
Calaveras,2024,October,"17,610","16,590","1,020",5.8%
Calaveras,2024,November,"17,540","16,500","1,050",6.0%
Calaveras,2024,December,"17,500","16,480","1,020",5.8%
Colusa,2010,January,"11,530","8,360","3,170",27.5%
Colusa,2010,February,"11,650","8,380","3,270",28.0%
Colusa,2010,March,"11,800","8,700","3,100",26.2%
Colusa,2010,April,"11,630","9,160","2,470",21.3%
Colusa,2010,May,"11,690","9,560","2,130",18.2%
Colusa,2010,June,"11,630","9,470","2,160",18.6%
Colusa,2010,July,"11,550","9,530","2,020",17.5%
Colusa,2010,August,"11,770","9,870","1,900",16.1%
Colusa,2010,September,"11,490","9,670","1,820",15.8%
Colusa,2010,October,"11,560","9,750","1,810",15.7%
Colusa,2010,November,"11,340","8,920","2,420",21.3%
Colusa,2010,December,"10,920","8,020","2,900",26.6%
Colusa,2011,January,"10,800","7,510","3,290",30.4%
Colusa,2011,February,"11,130","7,930","3,200",28.8%
Colusa,2011,March,"10,910","7,810","3,100",28.4%
