property_sum,violent_sum,year,month,county,unemp. rate
230,38,2016,march,stanislaus county,9.9%
192,8,2016,march,orange county,4.1%
27,11,2016,march,san bernardino county,5.9%
0,0,2016,march,sacramento county,5.5%
15,0,2016,march,sacramento county,5.5%
52,3,2016,march,alameda county,4.2%
43,2,2016,march,yolo county,6.8%
2,0,2016,march,san francisco county,3.7%
41,3,2016,march,orange county,4.1%
65,5,2016,march,los angeles county,5.2%
7,2,2016,march,sacramento county,5.5%
6,0,2016,march,merced county,13.0%
29,2,2016,march,riverside county,6.2%
38,2,2016,march,san diego county,4.8%
29,1,2016,march,san francisco county,3.7%
29,4,2016,march,santa barbara county,5.5%
23,1,2016,march,santa cruz county,9.0%
40,12,2016,march,mendocino county,6.5%
171,27,2016,march,alameda county,4.2%
0,0,2016,march,alameda county,4.2%
0,0,2016,march,amador county,6.8%
0,0,2016,march,butte county,7.5%
0,0,2016,march,calaveras county,8.0%
0,0,2016,march,colusa county,20.6%
0,0,2016,march,contra costa county,4.6%
0,0,2016,march,el dorado county,5.8%
0,0,2016,march,fresno county,11.0%
0,0,2016,march,glenn county,10.6%
0,0,2016,march,humboldt county,5.6%
0,0,2016,march,imperial county,22.0%
0,0,2016,march,inyo county,6.2%
3,0,2016,march,kern county,12.2%
0,0,2016,march,kings county,12.3%
0,0,2016,march,lassen county,9.5%
14,0,2016,march,los angeles county,5.2%
0,0,2016,march,madera county,10.5%
0,0,2016,march,mendocino county,6.5%
0,0,2016,march,merced county,13.0%
0,0,2016,march,modoc county,10.5%
0,0,2016,march,monterey county,11.2%
0,0,2016,march,napa county,4.7%
0,0,2016,march,nevada county,5.5%
0,0,2016,march,orange county,4.1%
3,0,2016,march,placer county,4.8%
0,0,2016,march,plumas county,14.2%
3,0,2016,march,riverside county,6.2%
1,0,2016,march,sacramento county,5.5%
0,0,2016,march,san benito county,8.2%
6,0,2016,march,san bernardino county,5.9%
0,0,2016,march,san francisco county,3.7%
4,0,2016,march,san joaquin county,8.8%
1,0,2016,march,san luis obispo county,4.7%
0,0,2016,march,san mateo county,3.4%
1,0,2016,march,santa barbara county,5.5%
0,0,2016,march,santa clara county,4.0%
0,0,2016,march,santa cruz county,9.0%
0,0,2016,march,shasta county,8.0%
0,0,2016,march,sierra county,9.8%
0,0,2016,march,siskiyou county,11.6%
1,0,2016,march,solano county,5.7%
0,0,2016,march,sonoma county,4.3%
0,0,2016,march,stanislaus county,9.9%
0,0,2016,march,sutter county,12.6%
0,0,2016,march,tehama county,7.9%
0,0,2016,march,trinity county,8.4%
0,0,2016,march,tulare county,12.7%
0,0,2016,march,ventura county,5.2%
0,0,2016,march,yolo county,6.8%
0,0,2016,march,yuba county,9.5%
223,18,2016,march,san bernardino county,5.9%
164,13,2016,march,solano county,5.7%
440,71,2016,march,solano county,5.7%
325,29,2016,march,ventura county,5.2%
55,13,2016,march,ventura county,5.2%
5,0,2016,march,ventura county,5.2%
20,4,2016,march,los angeles county,5.2%
333,51,2016,march,san bernardino county,5.9%
8,1,2016,march,orange county,4.1%
357,40,2016,march,tulare county,12.7%
137,34,2016,march,san diego county,4.8%
39,0,2016,march,los angeles county,5.2%
202,3,2016,march,contra costa county,4.6%
23,2,2016,march,stanislaus county,9.9%
129,12,2016,march,santa cruz county,9.0%
6,4,2016,march,siskiyou county,11.6%
212,30,2016,march,los angeles county,5.2%
142,24,2016,march,los angeles county,5.2%
86,17,2016,march,yolo county,6.8%
2,0,2016,march,santa clara county,4.0%
19,1,2016,march,los angeles county,5.2%
213,22,2016,march,orange county,4.1%
1,0,2016,march,imperial county,22.0%
3,0,2016,march,yuba county,9.5%
212,22,2016,march,los angeles county,5.2%
57,5,2016,march,riverside county,6.2%
2,1,2016,march,colusa county,20.6%
5,7,2016,march,mendocino county,6.5%
21,0,2016,march,glenn county,10.6%
25,3,2016,march,sonoma county,4.3%
5,1,2016,march,yolo county,6.8%
9,3,2016,march,tulare county,12.7%
116,12,2016,march,yolo county,6.8%
20,1,2016,march,yolo county,6.8%
58,1,2016,march,orange county,4.1%
0,0,2016,march,napa county,4.7%
28,4,2016,march,siskiyou county,11.6%
174,9,2016,march,sutter county,12.6%
97,17,2016,march,yuba county,9.5%
121,13,2016,march,san bernardino county,5.9%
39,6,2016,march,san bernardino county,5.9%
67,34,2016,april,san bernardino county,5.7%
23,1,2016,april,los angeles county,4.9%
162,13,2016,april,alameda county,4.0%
130,22,2016,april,alameda county,4.0%
161,44,2016,april,alameda county,4.0%
1,0,2016,april,alameda county,4.0%
8,1,2016,april,alameda county,4.0%
42,1,2016,april,alameda county,4.0%
200,9,2016,april,los angeles county,4.9%
28,1,2016,april,orange county,4.0%
1,0,2016,april,santa barbara county,4.7%
2,0,2016,april,alpine county,7.7%
10,0,2016,april,modoc county,8.2%
34,5,2016,april,amador county,6.2%
45,12,2016,april,napa county,4.1%
811,112,2016,april,orange county,4.0%
39,5,2016,april,shasta county,6.9%
0,0,2016,april,ventura county,4.9%
3,2,2016,april,calaveras county,7.4%
295,77,2016,april,contra costa county,4.3%
150,10,2016,april,san bernardino county,5.7%
150,3,2016,april,los angeles county,4.9%
49,2,2016,april,humboldt county,5.0%
35,4,2016,april,san luis obispo county,4.3%
48,8,2016,april,los angeles county,4.9%
27,7,2016,april,kern county,11.0%
37,11,2016,april,san luis obispo county,4.3%
0,26,2016,april,san luis obispo county,4.3%
7,0,2016,april,san mateo county,3.2%
86,22,2016,april,merced county,11.5%
17,8,2016,april,placer county,4.5%
7,1,2016,april,los angeles county,4.9%
11,1,2016,april,kings county,10.7%
93,18,2016,april,los angeles county,4.9%
1390,163,2016,april,kern county,11.0%
141,23,2016,april,los angeles county,4.9%
54,14,2016,april,riverside county,6.0%
98,38,2016,april,san bernardino county,5.7%
0,0,2016,april,san mateo county,3.2%
11,0,2016,april,kern county,11.0%
96,12,2016,april,riverside county,6.0%
77,11,2016,april,los angeles county,4.9%
76,9,2016,april,los angeles county,4.9%
146,18,2016,april,los angeles county,4.9%
40,3,2016,april,san mateo county,3.2%
45,2,2016,april,solano county,5.3%
407,52,2016,april,alameda county,4.0%
91,6,2016,april,los angeles county,4.9%
17,1,2016,april,san bernardino county,5.7%
2,0,2016,april,butte county,6.7%
9,0,2016,april,inyo county,5.6%
58,8,2016,april,riverside county,6.0%
1,1,2016,april,los angeles county,4.9%
72,12,2016,april,imperial county,24.5%
122,8,2016,april,orange county,4.0%
88,8,2016,april,contra costa county,4.3%
9,1,2016,april,san mateo county,3.2%
8,1,2016,april,san mateo county,3.2%
4,0,2016,april,santa barbara county,4.7%
200,24,2016,april,orange county,4.0%
214,15,2016,april,los angeles county,4.9%
69,8,2016,april,san mateo county,3.2%
118,22,2016,april,butte county,6.7%
12,0,2016,april,alameda county,4.0%
0,0,2016,april,alpine county,7.7%
1,0,2016,april,amador county,6.2%
26,0,2016,april,butte county,6.7%
5,0,2016,april,calaveras county,7.4%
0,0,2016,april,colusa county,16.0%
38,0,2016,april,contra costa county,4.3%
15,0,2016,april,del norte county,8.3%
14,0,2016,april,el dorado county,5.4%
28,0,2016,april,fresno county,9.9%
3,0,2016,april,glenn county,9.1%
28,0,2016,april,humboldt county,5.0%
3,0,2016,april,imperial county,24.5%
2,0,2016,april,inyo county,5.6%
24,0,2016,april,kern county,11.0%
9,0,2016,april,kings county,10.7%
27,0,2016,april,lake county,7.8%
4,0,2016,april,lassen county,8.0%
60,4,2016,april,los angeles county,4.9%
12,0,2016,april,madera county,9.4%
2,0,2016,april,mariposa county,8.1%
8,0,2016,april,mendocino county,5.6%
40,0,2016,april,merced county,11.5%
0,0,2016,april,modoc county,8.2%
0,0,2016,april,mono county,5.0%
30,0,2016,april,monterey county,7.8%
0,0,2016,april,napa county,4.1%
9,0,2016,april,nevada county,5.1%
5,0,2016,april,orange county,4.0%
8,0,2016,april,placer county,4.5%
2,0,2016,april,plumas county,11.2%
6,2,2016,april,riverside county,6.0%
392,3,2016,april,sacramento county,5.1%
1,0,2016,april,san benito county,7.2%
3,0,2016,april,san bernardino county,5.7%
7,2,2016,april,san diego county,4.6%
1,1,2016,april,san francisco county,3.5%
47,0,2016,april,san joaquin county,8.1%
8,0,2016,april,san luis obispo county,4.3%
0,0,2016,april,san mateo county,3.2%
19,0,2016,april,santa barbara county,4.7%
5,0,2016,april,santa clara county,3.8%
52,0,2016,april,santa cruz county,7.6%
25,0,2016,april,shasta county,6.9%
0,0,2016,april,sierra county,8.5%
11,0,2016,april,siskiyou county,9.1%
0,0,2016,april,solano county,5.3%
33,0,2016,april,sonoma county,3.9%
61,0,2016,april,stanislaus county,9.2%
3,0,2016,april,sutter county,10.8%
7,0,2016,april,tehama county,7.1%
1,0,2016,april,trinity county,7.2%
46,0,2016,april,tulare county,10.9%
12,0,2016,april,tuolumne county,6.3%
7,0,2016,april,ventura county,4.9%
2,0,2016,april,yolo county,5.8%
28,0,2016,april,yuba county,8.4%
3,0,2016,april,sacramento county,5.1%
22,0,2016,april,los angeles county,4.9%
12,2,2016,april,san luis obispo county,4.3%
14,-2,2016,april,los angeles county,4.9%
38,20,2016,april,calaveras county,7.4%
0,0,2016,april,calaveras county,7.4%
106,13,2016,april,imperial county,24.5%
49,9,2016,april,kern county,11.0%
26,1,2016,april,riverside county,6.0%
5,0,2016,april,napa county,4.1%
102,14,2016,april,ventura county,4.9%
93,4,2016,april,santa clara county,3.8%
12,0,2016,april,riverside county,6.0%
1,0,2016,april,sacramento county,5.1%
40,3,2016,april,santa cruz county,7.6%
183,23,2016,april,san diego county,4.6%
8,1,2016,april,monterey county,7.8%
19,0,2016,april,santa barbara county,4.7%
154,47,2016,april,los angeles county,4.9%
85,15,2016,april,riverside county,6.0%
136,25,2016,april,stanislaus county,9.2%
169,4,2016,april,los angeles county,4.9%
1,0,2016,april,ventura county,4.9%
263,26,2016,april,butte county,6.7%
159,18,2016,april,san bernardino county,5.7%
83,4,2016,april,san bernardino county,5.7%
49,14,2016,april,madera county,9.4%
336,53,2016,april,san diego county,4.6%
219,32,2016,april,sacramento county,5.1%
91,3,2016,april,los angeles county,4.9%
6,1,2016,april,contra costa county,4.3%
51,7,2016,april,lake county,7.8%
11,1,2016,april,sonoma county,3.9%
257,22,2016,april,fresno county,9.9%
111,9,2016,april,riverside county,6.0%
16,4,2016,april,fresno county,9.9%
1,14,2016,april,fresno county,9.9%
8,0,2016,april,tulare county,10.9%
37,2,2016,april,san mateo county,3.2%
0,0,2016,april,san diego county,4.6%
169,19,2016,april,san bernardino county,5.7%
4,2,2016,april,colusa county,16.0%
16,3,2016,april,colusa county,16.0%
103,12,2016,april,los angeles county,4.9%
202,91,2016,april,los angeles county,4.9%
348,30,2016,april,contra costa county,4.3%
73,12,2016,april,contra costa county,4.3%
104,30,2016,april,contra costa county,4.3%
26,2,2016,april,contra costa county,4.3%
16,0,2016,april,contra costa county,4.3%
26,6,2016,april,kings county,10.7%
25,9,2016,april,tehama county,7.1%
310,16,2016,april,riverside county,6.0%
32,2,2016,april,san diego county,4.6%
399,33,2016,april,orange county,4.0%
9,4,2016,april,sonoma county,3.9%
98,13,2016,april,los angeles county,4.9%
10,5,2016,april,del norte county,8.3%
7,1,2016,april,kern county,11.0%
11,0,2016,april,ventura county,4.9%
42,0,2016,april,butte county,6.7%
2,2,2016,april,los angeles county,4.9%
9,0,2016,april,alameda county,4.0%
24,1,2016,april,fresno county,9.9%
26,3,2016,april,orange county,4.0%
7,0,2016,april,humboldt county,5.0%
11,1,2016,april,los angeles county,4.9%
13,0,2016,april,los angeles county,4.9%
5,0,2016,april,monterey county,7.8%
23,4,2016,april,los angeles county,4.9%
15,1,2016,april,sacramento county,5.1%
7,2,2016,april,san bernardino county,5.7%
44,0,2016,april,san diego county,4.6%
19,0,2016,april,san francisco county,3.5%
53,2,2016,april,santa clara county,3.8%
6,0,2016,april,san diego county,4.6%
13,0,2016,april,sonoma county,3.9%
5,0,2016,april,stanislaus county,9.2%
25,6,2016,april,los angeles county,4.9%
1,0,2016,april,san luis obispo county,4.3%
150,14,2016,april,los angeles county,4.9%
81,4,2016,april,santa clara county,3.8%
56,4,2016,april,orange county,4.0%
107,20,2016,april,san mateo county,3.2%
52,5,2016,april,orange county,4.0%
22,2,2016,april,contra costa county,4.3%
128,14,2016,april,yolo county,5.8%
7,1,2016,april,san diego county,4.6%
25,8,2016,april,del norte county,8.3%
26,0,2016,april,monterey county,7.8%
102,25,2016,april,kern county,11.0%
73,24,2016,april,riverside county,6.0%
76,8,2016,april,los angeles county,4.9%
58,22,2016,april,tulare county,10.9%
33,9,2016,april,solano county,5.3%
0,0,2016,april,siskiyou county,9.1%
11,6,2016,april,merced county,11.5%
291,38,2016,april,los angeles county,4.9%
34,6,2016,april,los angeles county,4.9%
85,9,2016,april,alameda county,4.0%
3,0,2016,april,siskiyou county,9.1%
50,16,2016,april,san mateo county,3.2%
96,8,2016,april,riverside county,6.0%
175,23,2016,april,san diego county,4.6%
6,0,2016,april,los angeles county,4.9%
172,14,2016,april,imperial county,24.5%
94,13,2016,april,contra costa county,4.3%
161,24,2016,april,el dorado county,5.4%
196,37,2016,april,los angeles county,4.9%
54,7,2016,april,los angeles county,4.9%
220,51,2016,april,sacramento county,5.1%
134,10,2016,april,alameda county,4.0%
87,4,2016,april,san diego county,4.6%
18,1,2016,april,san joaquin county,8.1%
293,46,2016,april,san diego county,4.6%
2,0,2016,april,siskiyou county,9.1%
102,19,2016,april,humboldt county,5.0%
22,1,2016,april,tulare county,10.9%
221,53,2016,april,solano county,5.3%
0,0,2016,april,orange county,4.0%
3,1,2016,april,tulare county,10.9%
3,0,2016,april,humboldt county,5.0%
13,6,2016,april,ventura county,4.9%
13,1,2016,april,fresno county,9.9%
119,5,2016,april,sacramento county,5.1%
366,85,2016,april,san bernardino county,5.7%
10,3,2016,april,san bernardino county,5.7%
3,0,2016,april,santa clara county,3.8%
30,3,2016,april,mendocino county,5.6%
1,0,2016,april,siskiyou county,9.1%
37,9,2016,april,humboldt county,5.0%
36,2,2016,april,san mateo county,3.2%
108,9,2016,april,orange county,4.0%
0,0,2016,april,merced county,11.5%
8,2,2016,april,fresno county,9.9%
379,36,2016,april,alameda county,4.0%
1596,280,2016,april,fresno county,9.9%
329,101,2016,april,fresno county,9.9%
268,23,2016,april,orange county,4.0%
41,5,2016,april,sacramento county,5.1%
383,40,2016,april,orange county,4.0%
111,23,2016,april,los angeles county,4.9%
145,17,2016,april,santa clara county,3.8%
256,20,2016,april,los angeles county,4.9%
107,3,2016,april,los angeles county,4.9%
14,4,2016,april,glenn county,9.1%
2,0,2016,april,sacramento county,5.1%
40,3,2016,april,santa barbara county,4.7%
5,4,2016,april,monterey county,7.8%
17,2,2016,april,san bernardino county,5.7%
59,5,2016,april,nevada county,5.1%
18,4,2016,april,monterey county,7.8%
15,3,2016,april,butte county,6.7%
29,3,2016,april,san luis obispo county,4.3%
4,0,2016,april,santa barbara county,4.7%
10,5,2016,april,merced county,11.5%
95,27,2016,april,kings county,10.7%
29,7,2016,april,los angeles county,4.9%
211,54,2016,april,los angeles county,4.9%
389,43,2016,april,alameda county,4.0%
15,1,2016,april,sonoma county,3.9%
257,58,2016,april,riverside county,6.0%
20,2,2016,april,contra costa county,4.3%
34,5,2016,april,los angeles county,4.9%
146,24,2016,april,san bernardino county,5.7%
0,0,2016,april,los angeles county,4.9%
88,19,2016,april,san bernardino county,5.7%
8,1,2016,april,san mateo county,3.2%
31,14,2016,april,san benito county,7.2%
0,0,2016,april,san benito county,7.2%
4,2,2016,april,imperial county,24.5%
13,0,2016,april,stanislaus county,9.2%
87,24,2016,april,humboldt county,5.0%
0,0,2016,april,ventura county,4.9%
328,35,2016,april,orange county,4.0%
151,33,2016,april,los angeles county,4.9%
5,3,2016,april,fresno county,9.9%
3,0,2016,april,imperial county,24.5%
23,4,2016,april,san diego county,4.6%
30,14,2016,april,imperial county,24.5%
21,0,2016,april,riverside county,6.0%
166,39,2016,april,riverside county,6.0%
108,3,2016,april,los angeles county,4.9%
198,70,2016,april,los angeles county,4.9%
0,0,2016,april,riverside county,6.0%
13,7,2016,april,inyo county,5.6%
5,0,2016,april,amador county,6.2%
301,16,2016,april,orange county,4.0%
1,0,2016,april,orange county,4.0%
18,1,2016,april,los angeles county,4.9%
0,0,2016,april,sacramento county,5.1%
9,1,2016,april,amador county,6.2%
227,21,2016,april,riverside county,6.0%
2,0,2016,april,contra costa county,4.3%
27,3,2016,april,fresno county,9.9%
856,210,2016,april,kern county,11.0%
15,7,2016,april,monterey county,7.8%
26,18,2016,april,kings county,10.7%
44,1,2016,april,fresno county,9.9%
30,0,2016,april,los angeles county,4.9%
111,7,2016,april,orange county,4.0%
12,0,2016,april,los angeles county,4.9%
181,22,2016,april,san diego county,4.6%
65,3,2016,april,los angeles county,4.9%
19,7,2016,april,orange county,4.0%
54,1,2016,april,los angeles county,4.9%
96,6,2016,april,riverside county,6.0%
79,6,2016,april,los angeles county,4.9%
15,2,2016,april,contra costa county,4.3%
71,5,2016,april,orange county,4.0%
44,4,2016,april,orange county,4.0%
58,2,2016,april,orange county,4.0%
9,1,2016,april,orange county,4.0%
54,11,2016,april,lake county,7.8%
130,19,2016,april,riverside county,6.0%
53,5,2016,april,orange county,4.0%
1,0,2016,april,siskiyou county,9.1%
14,4,2016,april,lake county,7.8%
198,22,2016,april,los angeles county,4.9%
261,112,2016,april,los angeles county,4.9%
17,3,2016,april,lassen county,8.0%
49,11,2016,april,los angeles county,4.9%
28,13,2016,april,san diego county,4.6%
44,7,2016,april,kings county,10.7%
32,2,2016,april,placer county,4.5%
32,3,2016,april,tulare county,10.9%
167,10,2016,april,alameda county,4.0%
22,4,2016,april,merced county,11.5%
128,32,2016,april,san joaquin county,8.1%
59,0,2016,april,san bernardino county,5.7%
19,1,2016,april,los angeles county,4.9%
